,brand,country,product_line,segment,date,value,month,year,month_no,ytd,var_ytd,market_share_ytd
3632,DELICATE,SPAIN,MEN PERFUME,JUICES,Dec 2016,0.7702803178000004,Dec,2016,12,7.571628649999999,,0.21104782028826422
3633,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jan 2016,0.0206785797,Jan,2016,1,0.0206785797,,0.18117636808224707
3634,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jan 2017,0.018711562900000006,Jan,2017,1,0.018711562900000006,-0.09512339960176253,0.19950819186262633
3635,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Feb 2016,0.017413540799999995,Feb,2016,2,0.03809212049999999,,0.18117636808224705
3636,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Feb 2017,0.015757105599999998,Feb,2017,2,0.03446866850000001,-0.09512339960176242,0.19950819186262633
3637,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Mar 2016,0.016325194500000004,Mar,2016,3,0.054417314999999994,,0.18117636808224705
3638,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Mar 2017,0.014772286500000002,Mar,2017,3,0.04924095500000001,-0.09512339960176253,0.19950819186262633
3639,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Apr 2016,0.016325194500000004,Apr,2016,4,0.0707425095,,0.18117636808224705
3640,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Apr 2017,0.014772286500000002,Apr,2017,4,0.06401324150000001,-0.09512339960176253,0.1995081918626263
3641,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,May 2016,0.0185018871,May,2016,5,0.0892443966,,0.18117636808224705
3642,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,May 2017,0.016741924700000004,May,2017,5,0.08075516620000002,-0.09512339960176253,0.19950819186262633
3643,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jun 2016,0.019590233399999997,Jun,2016,6,0.10883462999999999,,0.18117636808224705
3644,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jun 2017,0.017726743799999996,Jun,2017,6,0.09848191000000002,-0.09512339960176253,0.19950819186262633
3645,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jul 2016,0.021019782600000005,Jul,2016,7,0.1298544126,,0.1852625270238123
3646,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Jul 2017,0.0178159864,Jul,2017,7,0.11629789640000002,-0.10439780927398368,0.2006300023685292
3647,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Aug 2016,0.0228744693,Aug,2016,8,0.1527288819,,0.18856039237050756
3648,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Aug 2017,0.019387985199999996,Aug,2017,8,0.1356858816,-0.11158989765379801,0.20152502157643026
3649,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Sep 2016,0.017928638099999998,Sep,2016,9,0.17065752,,0.1905836845844885
3650,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Sep 2017,0.015195988399999999,Sep,2017,9,0.15088187,-0.11587915961746076,0.20206961018941058
3651,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Oct 2016,0.012319865599999995,Oct,2016,10,0.18297738560000001,,0.2029002816086791
3652,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Nov 2016,0.0114398752,Nov,2016,11,0.19441726080000002,,0.21418251155989226
3653,DELICATE,SPAIN,WOMEN PERFUME,BATH & BODY,Dec 2016,0.020239779200000006,Dec,2016,12,0.21465704000000002,,0.2337876852245126
3654,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jan 2016,0.17065804179999997,Jan,2016,1,0.17065804179999997,,0.22265354001664925
3655,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jan 2017,0.35788914139999983,Jan,2017,1,0.35788914139999983,1.097112668264543,0.3483040347360272
3656,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Feb 2016,0.14371203519999998,Feb,2016,2,0.31437007699999997,,0.22265354001664928
3657,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Feb 2017,0.30138032960000005,Feb,2017,2,0.6592694709999999,1.0971126682645433,0.3483040347360273
3658,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Mar 2016,0.13473003299999997,Mar,2016,3,0.44910010999999994,,0.22265354001664925
3659,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Mar 2017,0.2825440590000001,Mar,2017,3,0.94181353,1.0971126682645438,0.3483040347360273
3660,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Apr 2016,0.13473003299999997,Apr,2016,4,0.5838301429999999,,0.22265354001664922
3661,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Apr 2017,0.2825440590000001,Apr,2017,4,1.2243575890000002,1.0971126682645442,0.34830403473602733
3662,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,May 2016,0.15269403740000004,May,2016,5,0.7365241804,,0.22265354001664928
3663,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,May 2017,0.3202166002000001,May,2017,5,1.5445741892000004,1.0971126682645442,0.34830403473602733
3664,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jun 2016,0.1616760396,Jun,2016,6,0.89820022,,0.22265354001664928
3665,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jun 2017,0.3390528708000001,Jun,2017,6,1.8836270600000005,1.0971126682645442,0.34830403473602733
3666,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jul 2016,0.086982302,Jul,2016,7,0.985182522,,0.22165550493790462
3667,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Jul 2017,0.25266621279999996,Jul,2017,7,2.1362932728000006,1.16842384542425,0.35205619549848555
3668,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Aug 2016,0.09465721099999999,Aug,2016,8,1.079839733,,0.2207597838015901
3669,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Aug 2017,0.27496029040000014,Aug,2017,8,2.4112535632000007,1.2329735510852893,0.35531010399130386
3670,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Sep 2016,0.074190787,Sep,2016,9,1.15403052,,0.22016448194618485
3671,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Sep 2017,0.21550941679999994,Sep,2017,9,2.6267629800000005,1.2761642213760518,0.3574158374427765
3672,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Oct 2016,0.6825046256000001,Oct,2016,10,1.8365351456,,0.2197606552905219
3673,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Nov 2016,0.6337542952000003,Nov,2016,11,2.4702894408000002,,0.21958593754469014
3674,DELICATE,SPAIN,WOMEN PERFUME,GIFT SETS,Dec 2016,1.1212575992000002,Dec,2016,12,3.5915470400000005,,0.21942811046948169
3675,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jan 2016,1.5182929411999995,Jan,2016,1,1.5182929411999995,,0.22427772837658655
3676,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jan 2017,1.6624278418000005,Jan,2017,1,1.6624278418000005,0.09493220753966125,0.22426179547113573
3677,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Feb 2016,1.2785624768000001,Feb,2016,2,2.796855418,,0.22427772837658658
3678,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Feb 2017,1.3999392351999997,Feb,2017,2,3.062367077,0.09493220753966058,0.22426179547113573
3679,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Mar 2016,1.1986523219999996,Mar,2016,3,3.9955077399999994,,0.22427772837658658
3680,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Mar 2017,1.3124430330000005,Mar,2017,3,4.37481011,0.0949322075396608,0.22426179547113576
3681,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Apr 2016,1.1986523219999996,Apr,2016,4,5.194160061999999,,0.2242777283765866
3682,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Apr 2017,1.3124430330000005,Apr,2017,4,5.687253143000001,0.09493220753966103,0.22426179547113576
3683,DELICATE,SPAIN,WOMEN PERFUME,JUICES,May 2016,1.3584726316000002,May,2016,5,6.5526326936,,0.22427772837658663
3684,DELICATE,SPAIN,WOMEN PERFUME,JUICES,May 2017,1.4874354373999996,May,2017,5,7.174688580400001,0.09493220753966058,0.22426179547113573
3685,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jun 2016,1.4383827864,Jun,2016,6,7.99101548,,0.22427772837658666
3686,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jun 2017,1.5749316396,Jun,2017,6,8.74962022,0.09493220753966058,0.2242617954711357
3687,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jul 2016,1.590255276,Jul,2016,7,9.581270756,,0.22549580041336467
3688,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Jul 2017,1.6419294586000006,Jul,2017,7,10.3915496786,0.08456904550918631,0.2243586438254102
3689,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Aug 2016,1.730571918,Aug,2016,8,11.311842674000001,,0.22644123997587912
3690,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Aug 2017,1.7868055873,Aug,2017,8,12.1783552659,0.07660224924199643,0.22443442298584054
3691,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Sep 2016,1.3563942060000003,Sep,2016,9,12.668236880000002,,0.2270054422001417
3692,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Sep 2017,1.4004692440999997,Sep,2017,9,13.57882451,0.07187958660905602,0.22447990072445065
3693,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Oct 2016,1.2681646488,Oct,2016,10,13.936401528800001,,0.22995377206562823
3694,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Nov 2016,1.1775814596000003,Nov,2016,11,15.113982988400002,,0.23230202766378952
3695,DELICATE,SPAIN,WOMEN PERFUME,JUICES,Dec 2016,2.0834133516,Dec,2016,12,17.19739634,,0.23575375015271016
3696,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jan 2016,0.0,Jan,2016,1,0.0,,0.0
3697,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jan 2017,0.0,Jan,2017,1,0.0,,0.0
3698,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Feb 2016,0.0,Feb,2016,2,0.0,,0.0
3699,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Feb 2017,0.0,Feb,2017,2,0.0,,0.0
3700,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Mar 2016,0.0,Mar,2016,3,0.0,,0.0
3701,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Mar 2017,0.0,Mar,2017,3,0.0,,0.0
3702,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Apr 2016,0.0,Apr,2016,4,0.0,,0.0
3703,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Apr 2017,0.0,Apr,2017,4,0.0,,0.0
3704,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,May 2016,0.0,May,2016,5,0.0,,0.0
3705,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,May 2017,0.0,May,2017,5,0.0,,0.0
3706,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jun 2016,0.0,Jun,2016,6,0.0,,0.0
3707,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jun 2017,0.0,Jun,2017,6,0.0,,0.0
3708,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jul 2016,0.0,Jul,2016,7,0.0,,0.0
3709,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Jul 2017,0.0,Jul,2017,7,0.0,,0.0
3710,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Aug 2016,0.0,Aug,2016,8,0.0,,0.0
3711,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Aug 2017,0.0,Aug,2017,8,0.0,,0.0
3712,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Sep 2016,0.0,Sep,2016,9,0.0,,0.0
3713,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Sep 2017,0.0,Sep,2017,9,0.0,,0.0
3714,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Oct 2016,0.0,Oct,2016,10,0.0,,0.0
3715,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Nov 2016,0.0,Nov,2016,11,0.0,,0.0
3716,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL BODY,Dec 2016,0.0,Dec,2016,12,0.0,,0.0
3717,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jan 2016,0.4473895743,Jan,2016,1,0.4473895743,,0.07288202128706911
3718,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jan 2017,0.39379035579999977,Jan,2017,1,0.39379035579999977,-0.11980435302691905,0.0621850081239257
3719,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Feb 2016,0.37674911519999993,Feb,2016,2,0.8241386894999999,,0.0728820212870691
3720,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Feb 2017,0.3316129312,Feb,2017,2,0.7254032869999998,-0.11980435302691872,0.0621850081239257
3721,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Mar 2016,0.3532022955000002,Mar,2016,3,1.177340985,,0.07288202128706912
3722,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Mar 2017,0.31088712300000004,Mar,2017,3,1.0362904099999999,-0.11980435302691872,0.06218500812392571
3723,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Apr 2016,0.3532022955000002,Apr,2016,4,1.5305432805000003,,0.07288202128706914
3724,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Apr 2017,0.31088712300000004,Apr,2017,4,1.347177533,-0.11980435302691872,0.06218500812392572
3725,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,May 2016,0.40029593490000004,May,2016,5,1.9308392154000003,,0.07288202128706912
3726,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,May 2017,0.35233873940000016,May,2017,5,1.6995162724000001,-0.11980435302691861,0.062185008123925724
3727,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jun 2016,0.4238427546000003,Jun,2016,6,2.3546819700000006,,0.07288202128706914
3728,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jun 2017,0.3730645476000001,Jun,2017,6,2.07258082,-0.11980435302691861,0.062185008123925724
3729,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jul 2016,0.34259842280000014,Jul,2016,7,2.6972803928000006,,0.07216268786857293
3730,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Jul 2017,0.3645340429999998,Jul,2017,7,2.437114863,-0.09645475883577947,0.06288137961870818
3731,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Aug 2016,0.3728276954000001,Aug,2016,8,3.070108088200001,,0.07157308314577493
3732,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Aug 2017,0.39669881149999997,Aug,2017,8,2.8338136745,-0.07696615458204925,0.06344687428313651
3733,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Sep 2016,0.29221630180000013,Sep,2016,9,3.3623243900000013,,0.07120727331985603
3734,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Sep 2017,0.31092609549999994,Sep,2017,9,3.14473977,-0.06471256034876549,0.06379535848235414
3735,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Oct 2016,0.304679494,Oct,2016,10,3.6670038840000014,,0.07025230000051462
3736,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Nov 2016,0.28291667299999995,Nov,2016,11,3.9499205570000013,,0.0695153900636924
3737,DELICATE,SPAIN,WOMEN SKINCARE,SKINCARE TOTAL FACE,Dec 2016,0.5005448829999999,Dec,2016,12,4.450465440000001,,0.06846841922015974
3738,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jan 2016,0.065445405831212,Jan,2016,1,0.065445405831212,,0.40977592997689416
3739,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jan 2017,0.031281855110264,Jan,2017,1,0.031281855110264,-0.5220160267484328,0.21286462530823536
3740,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Feb 2016,0.055111920699968,Feb,2016,2,0.12055732653118001,,0.40977592997689416
3741,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Feb 2017,0.02634261482969601,Feb,2017,2,0.05762446993996001,-0.5220160267484327,0.21286462530823538
3742,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Mar 2016,0.05166742565622,Mar,2016,3,0.17222475218740002,,0.40977592997689416
3743,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Mar 2017,0.02469620140284,Mar,2017,3,0.08232067134280001,-0.5220160267484328,0.21286462530823538
3744,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Apr 2016,0.05166742565622,Apr,2016,4,0.22389217784362003,,0.4097759299768942
3745,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Apr 2017,0.02469620140284,Apr,2017,4,0.10701687274564001,-0.5220160267484328,0.21286462530823536
3746,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,May 2016,0.058556415743716006,May,2016,5,0.28244859358733604,,0.4097759299768942
3747,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,May 2017,0.027989028256552004,May,2017,5,0.135005901002192,-0.5220160267484328,0.21286462530823536
3748,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jun 2016,0.062000910787463996,Jun,2016,6,0.34444950437480004,,0.40977592997689416
3749,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jun 2017,0.02963544168340801,Jun,2017,6,0.16464134268560002,-0.5220160267484328,0.21286462530823538
3750,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jul 2016,0.037840085692288014,Jul,2016,7,0.38228959006708807,,0.3745293621693654
3751,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Jul 2017,0.020900740191936,Jul,2017,7,0.185542082877536,-0.5146556754397231,0.21445653090097508
3752,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Aug 2016,0.04117891678278401,Aug,2016,8,0.4234685068498721,,0.34803119616902595
3753,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Aug 2017,0.022744923150048002,Aug,2017,8,0.20828700602758402,-0.5081405047638505,0.21584506151456864
3754,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Sep 2016,0.03227536720812801,Sep,2016,9,0.4557438740580001,,0.332561907145889
3755,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Sep 2017,0.017827101928416,Sep,2017,9,0.226114107956,-0.5038570547473258,0.21674763295547944
3756,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Oct 2016,0.07389073916470401,Oct,2016,10,0.5296346132227041,,0.2919320451525236
3757,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Nov 2016,0.06861282922436801,Nov,2016,11,0.5982474424470721,,0.26870943327526814
3758,DELICATE,UK,MAKE-UP,MAKEUP TOTAL ALL OTHER,Dec 2016,0.121391928627728,Dec,2016,12,0.7196393710748,,0.24348889344036376
3759,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jan 2016,0.7113644691288524,Jan,2016,1,0.7113644691288524,,0.1521994033216742
3760,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jan 2017,0.6177101702709523,Jan,2017,1,0.6177101702709523,-0.13165445130059783,0.1495233760185912
3761,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Feb 2016,0.5990437634769286,Feb,2016,2,1.310408232605781,,0.15219940332167425
3762,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Feb 2017,0.520176985491328,Feb,2017,2,1.1378871557622803,-0.13165445130059827,0.14952337601859114
3763,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Mar 2016,0.5616035282596201,Mar,2016,3,1.8720117608654012,,0.15219940332167425
3764,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Mar 2017,0.48766592389811997,Mar,2017,3,1.6255530796604003,-0.13165445130059816,0.14952337601859114
3765,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Apr 2016,0.5616035282596201,Apr,2016,4,2.4336152891250213,,0.15219940332167425
3766,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Apr 2017,0.48766592389811997,Apr,2017,4,2.11321900355852,-0.13165445130059816,0.14952337601859114
3767,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,May 2016,0.636483998694236,May,2016,5,3.0700992878192572,,0.15219940332167423
3768,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,May 2017,0.5526880470845361,May,2017,5,2.665907050643056,-0.13165445130059805,0.14952337601859114
3769,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jun 2016,0.6739242339115443,Jun,2016,6,3.7440235217308016,,0.15219940332167423
3770,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jun 2017,0.5851991086777439,Jun,2017,6,3.2511061593208,-0.13165445130059805,0.14952337601859114
3771,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jul 2016,0.555635678321592,Jul,2016,7,4.299659200052393,,0.1498005144897746
3772,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Jul 2017,0.5596471333500078,Jul,2017,7,3.810753292670808,-0.1137080602517585,0.1424286613340657
3773,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Aug 2016,0.6046623558205564,Aug,2016,8,4.90432155587295,,0.1478643463089191
3774,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Aug 2017,0.6090277627632441,Aug,2017,8,4.419781055434052,-0.09879868090187882,0.13721687541431718
3775,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Sep 2016,0.473924549156652,Sep,2016,9,5.378246105029602,,0.14667644656142334
3776,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Sep 2017,0.477346084327948,Sep,2017,9,4.897127139762,-0.08945648002564832,0.13422132639977782
3777,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Oct 2016,0.5363691009686238,Oct,2016,10,5.914615205998226,,0.13640411148140946
3778,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Nov 2016,0.4980570223280081,Nov,2016,11,6.412672228326234,,0.12934923202314502
3779,DELICATE,UK,MAKE-UP,MAKEUP TOTAL EYE,Dec 2016,0.8811778087341681,Dec,2016,12,7.293850037060402,,0.12041424065477427
3780,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jan 2016,2.1401136073913634,Jan,2016,1,2.1401136073913634,,0.3509323629015768
3781,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jan 2017,3.188522257745089,Jan,2017,1,3.188522257745089,0.4898845774975735,0.3989347453090021
3782,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Feb 2016,1.8022009325400965,Feb,2016,2,3.94231453993146,,0.3509323629015768
3783,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Feb 2017,2.6850713749432313,Feb,2017,2,5.873593632688321,0.48988457749757264,0.39893474530900197
3784,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Mar 2016,1.6895633742563398,Mar,2016,3,5.6318779141878,,0.35093236290157687
3785,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Mar 2017,2.51725441400928,Mar,2017,3,8.3908480466976,0.4898845774975724,0.39893474530900186
3786,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Apr 2016,1.6895633742563398,Apr,2016,4,7.32144128844414,,0.3509323629015768
3787,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Apr 2017,2.51725441400928,Apr,2017,4,10.90810246070688,0.4898845774975724,0.39893474530900186
3788,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,May 2016,1.914838490823853,May,2016,5,9.236279779267992,,0.3509323629015768
3789,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,May 2017,2.8528883358771835,May,2017,5,13.760990796584064,0.4898845774975724,0.3989347453090018
3790,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jun 2016,2.027476049107608,Jun,2016,6,11.2637558283756,,0.35093236290157687
3791,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jun 2017,3.0207052968111356,Jun,2017,6,16.7816960933952,0.4898845774975724,0.39893474530900186
3792,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jul 2016,1.783635050511336,Jul,2016,7,13.047390878886937,,0.3467431953169536
3793,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Jul 2017,2.5426838339875264,Jul,2017,7,19.32437992738273,0.4810915152893218,0.3959063208156073
3794,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Aug 2016,1.9410146137917474,Aug,2016,8,14.988405492678684,,0.3433908890995842
3795,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Aug 2017,2.767038289927603,Aug,2017,8,22.091418217310334,0.473900491156396,0.39343729588513177
3796,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Sep 2016,1.5213357783773158,Sep,2016,9,16.509741271056,,0.3413467465271651
3797,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Sep 2017,2.1687597407540675,Sep,2017,9,24.260177958064403,0.4694462838491633,0.39191138637416945
3798,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Oct 2016,2.2462702020601926,Oct,2016,10,18.756011473116192,,0.34091826867213243
3799,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Nov 2016,2.0858223304844654,Nov,2016,11,20.841833803600657,,0.340603782368907
3800,DELICATE,UK,MAKE-UP,MAKEUP TOTAL FACE,Dec 2016,3.6903010462417445,Dec,2016,12,24.5321348498424,,0.3401793104273435
3801,DELICATE,UK,MAKE-UP,MAKEUP TOTAL LIP,Jan 2016,0.620083538975868,Jan,2016,1,0.620083538975868,,0.3507146403702509
3802,DELICATE,UK,MAKE-UP,MAKEUP TOTAL LIP,Jan 2017,1.162154330174552,Jan,2017,1,1.162154330174552,0.8741899391394423,0.43853890509282334
3803,DELICATE,UK,MAKE-UP,MAKEUP TOTAL LIP,Feb 2016,0.5221756117691522,Feb,2016,2,1.1422591507450202,,0.35071464037025096
3804,DELICATE,UK,MAKE-UP,MAKEUP TOTAL LIP,Feb 2017,0.9786562780417284,Feb,2017,2,2.1408106082162806,0.8741899391394425,0.4385389050928234
